iso_code,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,Language,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,mlevel1_sd,rlevel1_m,rlevel1_no,rlevel1_sd,slevel1_m,slevel1_no,slevel1_sd,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Total,,,,,,,,0.8316,0.6968,,,,,0.0778,0.1137,0.159,0.167,0.0648,0.2273,,,,,,,4092,4092,4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Wealth,,,Quintile 1,,,,,0.8175,0.574,,,,,0.0621,0.1644,0.2651,0.1114,0.0584,0.2276,,,,,,,755,755,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Wealth,,,Quintile 2,,,,,0.8092,0.619,,,,,0.0708,0.1303,0.1821,0.1724,0.0965,0.2803,,,,,,,821,821,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Wealth,,,Quintile 3,,,,,0.7618,0.6322,,,,,0.067,0.1903,0.2356,0.2478,0.0943,0.3043,,,,,,,844,844,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Wealth,,,Quintile 4,,,,,0.8396,0.7218,,,,,0.0809,0.0955,0.1363,0.1978,0.0432,0.2338,,,,,,,899,899,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Wealth,,,Quintile 5,,,,,0.9468,0.9189,,,,,0.1,0.0185,0.0267,0.0997,0.0201,0.0844,,,,,,,773,773,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location,,Rural,,,,,,0.7439,0.6208,,0.8133,0.6012,,0.0893,0.006,0.0586,0.2214,0.0532,0.1735,3511,2889,,8025,8025,,2816,2816,2816,5469,3540,4177,0.4724,1849,0.7271,1265,0.1264,5703,0.9032,3787,0.7932,2952,0.1799,2109,0.0158,2109,0.0283,1534,0.2592,2894,0.3738,6672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location,,Urban,,,,,,0.8753,0.8203,,0.9308,0.8238,,0.1076,0.0046,0.0211,0.2094,0.0206,0.0994,807,816,,2562,2562,,1159,1159,1159,1110,751,1049,0.7836,397,0.9121,309,0.0781,1203,0.9561,1083,0.9055,1130,0.4439,956,0.0771,956,0.0747,779,0.566,1195,0.2571,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex,Female,Rural,,,,,,0.7371,0.5884,,0.765,0.5547,,0.088,0.0073,0.0704,0.2128,0.0649,0.1954,1862,1508,,4401,4401,,1494,1494,1494,2763,1835,2165,0.4682,908,0.7421,610,0.1243,2923,0.9141,1931,0.7598,1483,0.1505,992,0.0084,992,0.0174,579,0.2271,1553,0.3533,3375,0.8357,5192,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex,Female,Urban,,,,,,0.8827,0.8487,,0.9091,0.8074,,0.1074,0.0036,0.0238,0.2188,0.0177,0.0946,382,385,,1344,1344,,634,634,634,530,345,476,0.7546,172,0.9149,127,0.0966,555,0.9791,493,0.8982,561,0.3833,502,0.0699,502,0.0447,395,0.5341,641,0.2357,585,0.9725,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex,Male,Rural,,,,,,0.7513,0.6559,,0.8742,0.6598,,0.0909,0.0045,0.0446,0.23,0.0409,0.1495,1649,1381,,3624,3624,,1322,1322,1322,2706,1705,2012,0.4768,941,0.7131,655,0.1285,2780,0.8918,1856,0.8279,1469,0.2094,1117,0.0233,1117,0.036,955,0.2977,1341,0.3941,3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex,Male,Urban,,,,,,0.8684,0.7974,,0.9539,0.8413,,0.1078,0.0059,0.0179,0.2007,0.0232,0.1035,425,431,,1218,1218,,525,525,525,580,406,573,0.8049,225,0.9101,182,0.0622,648,0.9375,590,0.912,569,0.5099,454,0.0848,454,0.1067,384,0.601,554,0.2761,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Rural,Quintile 1,,,,,0.7353,0.4988,,0.7236,0.4335,,0.0752,0.0119,0.1339,0.1295,0.0586,0.1844,815,559,,1578,1578,,436,436,436,1228,829,893,0.4229,418,0.6965,267,0.0814,1320,0.8768,729,0.682,459,0.0692,217,0,217,0,107,0.1364,461,0.3537,1636,0.7562,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Rural,Quintile 2,,,,,0.6445,0.4755,,0.7513,0.4947,,0.0801,0.0139,0.0702,0.2365,0.0832,0.2469,416,352,,1014,1014,,341,341,341,672,410,489,0.4079,182,0.6983,125,0.1627,685,0.9114,437,0.7294,363,0.0743,231,0.0012,231,0,121,0.158,376,0.3621,766,0.7913,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Rural,Quintile 3,,,,,0.7192,0.5842,,0.6649,0.4609,,0.0824,0.009,0.0912,0.2788,0.1032,0.2597,294,279,,776,776,,268,268,268,410,284,370,0.3193,145,0.6239,90,0.171,449,0.8968,342,0.6702,256,0.0912,177,0,177,0.0018,104,0.1788,276,0.381,460,0.7315,898,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Rural,Quintile 4,,,,,0.8095,0.6865,,0.8253,0.6609,,0.0925,0.0021,0.0449,0.2412,0.0287,0.1369,253,232,,729,729,,293,293,293,323,229,304,0.653,125,0.8743,98,0.1098,339,0.9487,310,0.8253,278,0.1053,234,0,234,2.00E-04,133,0.2819,300,0.3618,375,0.9014,999,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Rural,Quintile 5,,,,,0.8895,0.9025,,0.9582,0.8868,,0.1117,0,0.0128,0.1705,0,0.0448,84,86,,304,304,,156,156,156,130,83,109,0.8135,38,0.9577,30,0.0447,130,0.9769,113,0.9188,127,0.4307,133,0.045,133,0.062,114,0.4151,140,0.2156,138,0.983,625,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Urban,Quintile 1,,,,,0.8463,,,0.5662,0.3647,,0.0653,0.0611,0.1705,0.3079,0.0146,0.3222,39,28,,95,95,,40,40,40,62,32,41,,21,,13,0.2084,62,0.9171,36,,20,,22,,22,,8,0.0271,40,0.4091,68,0.7081,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,0.7214,0.6079,,0.7563,0.5503,,0.0935,0.0036,0.1083,0.225,0.0513,0.1981,37,48,,148,148,,67,67,67,56,35,52,,18,,10,0.0303,57,0.9401,47,0.7828,59,0.0839,30,0,30,,12,0.0816,69,0.3552,67,0.8611,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,0.8171,0.5556,,0.8226,0.6396,,0.0895,0,0.0283,0.3031,0.0243,0.0855,32,41,,117,117,,44,44,44,57,34,41,,21,,17,0.0893,58,0.9956,42,0.7932,52,0.0389,30,0,30,,18,0.328,45,0.2862,64,0.8862,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,0.7607,0.7632,,0.8548,0.6742,,0.0905,0,0.0315,0.2668,0.0299,0.1762,87,83,,301,301,,124,124,124,118,69,105,0.6868,39,,28,0.1529,112,0.9659,109,0.7796,124,0.1785,78,0,78,0,52,0.3185,142,0.3315,119,0.9295,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,0.9463,0.9548,,0.9697,0.917,,0.1161,0.0021,0.0081,0.1799,0.0101,0.045,187,185,,683,683,,359,359,359,237,175,237,0.876,73,0.9582,59,0.0753,266,0.9866,259,0.9479,306,0.4447,342,0.0881,342,0.0521,305,0.6737,345,0.1665,267,0.994,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Rural,Quintile 1,,,,,0.7339,0.5691,,0.834,0.5461,,0.0803,0.0193,0.0884,0.1597,0.0421,0.1676,674,541,,1379,1379,,467,467,467,1254,733,822,0.4115,408,0.6391,260,0.1014,1233,0.8569,714,0.7217,523,0.125,377,0.0048,377,0.0084,279,0.1889,471,0.3538,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Rural,Quintile 2,,,,,0.6922,0.5826,,0.8224,0.5861,,0.084,0,0.0512,0.2498,0.0646,0.1932,411,306,,806,806,,284,284,284,570,418,474,0.3719,199,0.6167,150,0.1155,654,0.8744,426,0.8156,319,0.0796,235,0.0052,235,0.0034,212,0.2305,301,0.4199,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Rural,Quintile 3,,,,,0.7462,0.6578,,0.8539,0.6142,,0.0846,0.0029,0.0346,0.2877,0.0468,0.1581,285,226,,590,590,,219,219,219,428,274,329,0.4506,161,0.6878,117,0.1922,428,0.8915,317,0.8366,244,0.1032,177,0,177,0.008,161,0.2241,224,0.4443,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Rural,Quintile 4,,,,,0.8118,0.7687,,0.9354,0.787,,0.0992,0,0.0261,0.2464,0.0074,0.09,202,227,,588,588,,231,231,231,324,197,280,0.5755,129,0.8297,87,0.1314,335,0.9057,285,0.8606,268,0.2421,206,0.0015,206,0.0114,186,0.359,232,0.4069,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Rural,Quintile 5,,,,,0.8545,0.7911,,0.9653,0.8532,,0.1092,0,0.022,0.2046,0,0.0927,77,81,,261,261,,121,121,121,130,83,107,0.8295,44,0.9474,41,0.0623,130,0.9839,114,0.937,115,0.5328,122,0.1248,122,0.1607,117,0.5746,113,0.2773,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,0.8095,0.4162,,0.8513,0.5426,,,,,0.2187,0.0853,0.1846,36,39,,82,82,,26,26,26,62,34,54,,27,,16,0.1072,56,0.8184,48,,27,,21,,21,,18,0.0925,32,0.4113,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,0.7622,0.7659,,0.8911,0.6479,,0.0847,0,0.0515,0.2658,0,0.1621,46,35,,103,103,,45,45,45,61,48,55,,22,,16,0.0814,78,0.9695,50,0.7951,45,,25,,25,,17,0.2288,41,0.4062,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,0.8483,0.7969,,0.9185,0.7292,,0.0944,0,0.0439,0.2104,0,0.1169,36,27,,98,98,,47,47,47,51,27,41,,21,,17,0.1392,49,0.9092,41,0.8227,41,,22,,22,,23,0.2967,47,0.3187,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,0.7339,0.6694,,0.8929,0.7128,,0.0952,0.0281,0.0281,0.2538,0.0209,0.1572,96,106,,290,290,,112,112,112,122,86,142,0.7977,47,0.9818,38,0.1045,139,0.8972,134,0.8503,128,0.2318,91,0.0271,91,0.02,60,0.4031,117,0.4474,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,0.9386,0.8684,,0.9875,0.9235,,0.1155,0,0.0095,0.1752,0.0243,0.0719,211,224,,645,645,,295,295,295,284,211,281,0.8695,108,0.9225,95,0.0354,326,0.9583,317,0.9468,328,0.6251,295,0.1088,295,0.1334,266,0.7255,317,0.1806,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Rural,Quintile 1,,,,,0.7347,0.5317,,0.7736,0.4845,,0.0776,0.0155,0.1119,0.1448,0.0508,0.1764,1489,1100,,2957,2957,,903,903,903,2482,1562,1715,0.4175,826,0.6686,527,0.0911,2553,0.8672,1443,0.7017,982,0.1012,594,0.0027,594,0.0055,386,0.1612,932,0.3537,3223,0.8696,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Rural,Quintile 2,,,,,0.6685,0.5259,,0.7823,0.5345,,0.0819,0.0076,0.0617,0.2427,0.0733,0.2212,827,658,,1820,1820,,625,625,625,1242,828,963,0.39,381,0.6544,275,0.1393,1339,0.8933,863,0.7703,682,0.0769,466,0.0032,466,0.0021,333,0.1901,677,0.3906,1474,0.8887,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Rural,Quintile 3,,,,,0.732,0.6206,,0.7465,0.5271,,0.0834,0.0062,0.0647,0.2834,0.0753,0.2118,579,505,,1366,1366,,487,487,487,838,558,699,0.3873,306,0.6597,207,0.1815,877,0.8941,659,0.7567,500,0.0974,354,0,354,0.0057,265,0.2003,500,0.4144,946,0.8625,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Rural,Quintile 4,,,,,0.8105,0.7277,,0.8743,0.717,,0.0956,0.0011,0.0364,0.2438,0.0194,0.115,455,459,,1317,1317,,524,524,524,647,426,584,0.6146,254,0.8531,185,0.1203,674,0.928,595,0.8431,546,0.1676,440,7.00E-04,440,0.0065,319,0.3161,532,0.3841,746,0.9535,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Rural,Quintile 5,,,,,0.8709,0.8513,,0.9614,0.8717,,0.1106,0,0.0168,0.1874,0,0.0687,161,167,,565,565,,277,277,277,260,166,216,0.8216,82,0.9517,71,0.0533,260,0.9805,227,0.9268,242,0.4798,255,0.0834,255,0.1098,231,0.484,253,0.2464,283,0.9923,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Urban,Quintile 1,,,,,0.8253,0.3673,,0.6907,0.4424,,0.07,0.0373,0.1198,0.2597,0.0553,0.2456,75,67,,177,177,,66,66,66,124,66,95,0.4146,48,,29,0.1553,118,0.8541,84,0.7621,47,0.1575,43,0,43,,26,0.0569,72,0.4104,143,0.8288,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Urban,Quintile 2,,,,,0.7454,0.6782,,0.8131,0.5914,,0.0899,0.0021,0.0847,0.2462,0.0234,0.1789,83,83,,251,251,,112,112,112,117,83,107,0.6385,40,,26,0.0592,135,0.9557,97,0.7883,104,0.1282,55,0,55,,29,0.1348,110,0.3816,145,0.9206,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Urban,Quintile 3,,,,,0.833,0.6611,,0.8655,0.6797,,0.092,0,0.0361,0.2651,0.0123,0.1003,68,68,,215,215,,91,91,91,108,61,82,0.5089,42,0.8647,34,0.1134,107,0.9507,83,0.8072,93,0.045,52,0,52,0,41,0.312,92,0.3008,116,0.9438,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Urban,Quintile 4,,,,,0.7463,0.705,,0.8741,0.6938,,0.0928,0.0136,0.0299,0.2603,0.0248,0.1654,183,189,,591,591,,236,236,236,240,155,247,0.7517,86,0.9295,66,0.1272,251,0.9256,243,0.8187,252,0.2099,169,0.016,169,0.0118,112,0.3597,259,0.3944,267,0.968,879,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Location & Wealth,,Urban,Quintile 5,,,,,0.9424,0.9075,,0.9784,0.9202,,0.1159,0.0012,0.0087,0.1774,0.0174,0.0593,398,409,,1328,1328,,654,654,654,521,386,518,0.872,181,0.9364,154,0.0537,592,0.9713,576,0.9473,634,0.5275,637,0.0975,637,0.0895,571,0.6985,662,0.174,585,0.9972,3725,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Central Hill,,,,0.8637,0.793,,0.921,0.7921,,0.1047,0.0059,0.0288,0.1632,0.0076,0.1228,336,375,,1194,1194,,564,564,564,494,346,451,0.788,171,0.9043,141,0.0346,533,0.9418,470,0.8972,488,0.4332,496,0.0845,496,0.0926,417,0.5237,541,0.2364,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Central Mountain,,,,0.7946,0.7074,,0.8522,0.6677,,0.0875,0,0.0663,0.1599,0.0312,0.085,238,185,,491,491,,157,157,157,256,203,284,0.7137,93,0.8759,59,0.084,308,0.9291,272,0.8224,226,0.1843,125,0.0029,125,0.0297,80,0.2835,172,0.3255,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Central Terai,,,,0.6266,0.5631,,0.6951,0.5188,,0.0927,0,0.053,0.3554,0.1125,0.2536,364,318,,869,869,,267,267,267,695,354,447,0.2978,219,0.5426,133,0.2379,652,0.9114,349,0.8041,298,0.2123,228,0.0272,228,0.0246,168,0.2546,275,0.4795,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Eastern Hill,,,,0.8493,0.645,,0.9313,0.7077,,0.0916,0,0.0359,0.1298,0.0116,0.119,241,226,,643,643,,249,249,249,313,220,318,0.6455,111,0.8437,81,0.0422,348,0.9479,335,0.7879,286,0.1428,184,0.0126,184,0.0066,140,0.2553,263,0.249,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Eastern Mountain,,,,0.6973,0.5801,,0.8527,0.6086,,0.083,0.0045,0.0738,0.1945,0.0171,0.1131,280,231,,636,636,,243,243,243,394,293,330,0.3777,126,0.5919,86,0.0773,452,0.8866,298,0.7107,249,0.1886,155,0.0137,155,0,122,0.1926,256,0.3561,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Eastern Terai,,,,0.739,0.6724,,0.8121,0.6604,,0.0963,0.0077,0.031,0.2255,0.0906,0.1881,304,258,,740,740,,271,271,271,490,300,355,0.4926,169,0.7895,116,0.1652,503,0.9103,325,0.8219,292,0.1803,244,0.0088,244,0.0409,205,0.3492,283,0.3807,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Far Western Hill,,,,0.618,0.5036,,0.8086,0.5359,,0.0881,0.0082,0.0527,0.2387,0.0339,0.0778,346,267,,761,761,,262,262,262,522,344,398,0.3018,196,0.5651,116,0.1012,555,0.8907,356,0.746,271,0.1962,164,0.0134,164,0.0109,116,0.2726,251,0.3909,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Far Western Mountain,,,,0.7594,0.6618,,0.8447,0.6796,,0.0965,0.005,0.0569,0.1544,0.0136,0.0563,358,255,,672,672,,229,229,229,644,386,419,0.4513,186,0.7458,124,0.0856,654,0.9294,361,0.7884,274,0.2973,172,0.0458,172,0.027,138,0.4102,238,0.3482,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Far WesternTerai,,,,0.8422,0.7439,,0.8984,0.7224,,0.095,0.013,0.0467,0.2101,0.0165,0.0796,306,284,,860,860,,366,366,366,397,290,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Mid Western Hill,,,,0.7465,0.5307,,0.8152,0.5428,,0.0789,0.017,0.0925,0.1994,0.0213,0.1541,300,241,,663,663,,247,247,247,526,331,354,0.4224,187,0.6557,143,0.0858,529,0.8865,336,0.726,222,0.1801,166,0.0057,166,0.0287,106,0.2631,250,0.265,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Mid Western Mountain,,,,0.6706,0.5699,,0.6927,0.5356,,0.0946,0.0237,0.0833,0.2429,0.0478,0.0878,289,222,,715,715,,223,223,223,559,297,343,0.3798,218,0.6113,136,0.1225,495,0.9211,288,0.8189,234,0.2108,129,0,129,0.0277,73,0.3154,211,0.3054,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Mid WesternTerai,,,,0.7075,0.5617,,0.7997,0.5448,,0.0874,0.0053,0.0614,0.2927,0.0691,0.1932,288,296,,738,738,,248,248,248,404,275,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Western Hill,,,,0.8561,0.771,,0.9383,0.7415,,0.0914,0.0022,0.0561,0.1082,0.012,0.0778,291,224,,654,654,,287,287,287,388,278,351,0.8084,151,0.9469,118,0.0252,432,0.9297,363,0.8674,293,0.1917,233,0.0065,233,0.0145,216,0.3409,293,0.2224,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Western Mountain,,,,0.7888,0.5715,,0.721,0.4664,,0.0769,0.0141,0.1185,0.1514,0,0.1337,48,37,,149,149,,63,63,63,69,33,54,,28,,24,0.0964,60,0.9433,51,0.7835,39,0.21,79,0.0111,79,0.0379,62,0.1685,65,0.1927,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Region,,,,Western Terai,,,,0.701,0.5376,,0.8306,0.5895,,0.0896,0.0044,0.0693,0.2387,0.0463,0.1904,329,286,,802,802,,299,299,299,428,341,380,0.5916,158,0.8254,117,0.1289,505,0.8662,359,0.7951,293,0.1802,239,0.0286,239,0.0339,186,0.2601,336,0.432,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Sex,Female,,,,,,,0.7561,0.6285,,0.7917,0.6016,,0.0928,0.0064,0.059,0.2136,0.0589,0.1811,2244,1893,,5745,5745,,2128,2128,2128,3293,2180,2641,0.5017,1080,0.7654,737,0.1209,3478,0.9245,2424,0.7905,2044,0.2115,1494,0.0245,1494,0.0265,974,0.3006,2194,0.3392,3960,0.8734,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Sex,Male,,,,,,,0.7688,0.6837,,0.8912,0.6985,,0.095,0.0049,0.0382,0.2261,0.0383,0.1414,2074,1812,,4842,4842,,1847,1847,1847,3286,2111,2585,0.5276,1166,0.7458,837,0.119,3428,0.9008,2446,0.8488,2038,0.2835,1571,0.0385,1571,0.0536,1339,0.3753,1895,0.3786,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,MICS,2014,,,Sex & Region,Female,,,Central Hill,,,,0.8813,0.814,,0.8989,0.7826,,0.1045,0.0065,0.0282,0.1582,0.0112,0.1033,167,178,,597,597,,288,288,288,243,173,210,0.8468,75,0.944,54,0.034,262,0.9583,221,0.8855,232,0.3829,260,0.0755,260,0.0735,187,0.507,265,0.2077,278,0.9498,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
